property_id,check_in_date,room_category,successful_bookings,capacity,occcupancy,room_class,property_name,category,city,mmm yy,week no,day_type
19558,2022-05-23,RT4,3,7,42.86,Presidential,Atliq Grands,Luxury,Bangalore,May 22,W 22,weekeday
19560,2022-05-23,RT1,17,26,65.38,Standard,Atliq City,Business,Bangalore,May 22,W 22,weekeday
19560,2022-05-23,RT2,24,38,63.16,Elite,Atliq City,Business,Bangalore,May 22,W 22,weekeday
19560,2022-05-23,RT3,12,19,63.16,Premium,Atliq City,Business,Bangalore,May 22,W 22,weekeday
19560,2022-05-23,RT4,11,16,68.75,Presidential,Atliq City,Business,Bangalore,May 22,W 22,weekeday
17561,2022-05-23,RT1,17,26,65.38,Standard,Atliq Blu,Luxury,Mumbai,May 22,W 22,weekeday
17561,2022-05-23,RT2,23,36,63.89,Elite,Atliq Blu,Luxury,Mumbai,May 22,W 22,weekeday
17561,2022-05-23,RT3,14,19,73.68,Premium,Atliq Blu,Luxury,Mumbai,May 22,W 22,weekeday
17561,2022-05-23,RT4,3,4,75.0,Presidential,Atliq Blu,Luxury,Mumbai,May 22,W 22,weekeday
16560,2022-05-23,RT1,15,34,44.12,Standard,Atliq City,Business,Delhi,May 22,W 22,weekeday
16560,2022-05-23,RT2,16,34,47.06,Elite,Atliq City,Business,Delhi,May 22,W 22,weekeday
16560,2022-05-23,RT3,10,20,50.0,Premium,Atliq City,Business,Delhi,May 22,W 22,weekeday
16560,2022-05-23,RT4,4,7,57.14,Presidential,Atliq City,Business,Delhi,May 22,W 22,weekeday
16561,2022-05-23,RT1,12,18,66.67,Standard,Atliq Blu,Luxury,Delhi,May 22,W 22,weekeday
16561,2022-05-23,RT2,13,24,54.17,Elite,Atliq Blu,Luxury,Delhi,May 22,W 22,weekeday
16561,2022-05-23,RT3,15,21,71.43,Premium,Atliq Blu,Luxury,Delhi,May 22,W 22,weekeday
16561,2022-05-23,RT4,6,10,60.0,Presidential,Atliq Blu,Luxury,Delhi,May 22,W 22,weekeday
16562,2022-05-23,RT1,16,31,51.61,Standard,Atliq Bay,Luxury,Delhi,May 22,W 22,weekeday
16562,2022-05-23,RT2,23,43,53.49,Elite,Atliq Bay,Luxury,Delhi,May 22,W 22,weekeday
16562,2022-05-23,RT3,9,18,50.0,Premium,Atliq Bay,Luxury,Delhi,May 22,W 22,weekeday
16562,2022-05-23,RT4,3,6,50.0,Presidential,Atliq Bay,Luxury,Delhi,May 22,W 22,weekeday
16563,2022-05-23,RT1,28,41,68.29,Standard,Atliq Palace,Business,Delhi,May 22,W 22,weekeday
16563,2022-05-23,RT2,25,38,65.79,Elite,Atliq Palace,Business,Delhi,May 22,W 22,weekeday
16563,2022-05-23,RT3,14,20,70.0,Premium,Atliq Palace,Business,Delhi,May 22,W 22,weekeday
16563,2022-05-23,RT4,12,18,66.67,Presidential,Atliq Palace,Business,Delhi,May 22,W 22,weekeday
17559,2022-05-23,RT1,21,32,65.62,Standard,Atliq Exotica,Luxury,Mumbai,May 22,W 22,weekeday
17559,2022-05-23,RT2,25,39,64.1,Elite,Atliq Exotica,Luxury,Mumbai,May 22,W 22,weekeday
17559,2022-05-23,RT3,11,16,68.75,Premium,Atliq Exotica,Luxury,Mumbai,May 22,W 22,weekeday
17559,2022-05-23,RT4,9,14,64.29,Presidential,Atliq Exotica,Luxury,Mumbai,May 22,W 22,weekeday
17562,2022-05-23,RT1,8,20,40.0,Standard,Atliq Bay,Luxury,Mumbai,May 22,W 22,weekeday
17562,2022-05-23,RT2,14,30,46.67,Elite,Atliq Bay,Luxury,Mumbai,May 22,W 22,weekeday
17562,2022-05-23,RT3,12,27,44.44,Premium,Atliq Bay,Luxury,Mumbai,May 22,W 22,weekeday
17562,2022-05-23,RT4,3,6,50.0,Presidential,Atliq Bay,Luxury,Mumbai,May 22,W 22,weekeday
17563,2022-05-23,RT1,17,25,68.0,Standard,Atliq Palace,Business,Mumbai,May 22,W 22,weekeday
17563,2022-05-23,RT2,29,44,65.91,Elite,Atliq Palace,Business,Mumbai,May 22,W 22,weekeday
17563,2022-05-23,RT3,9,16,56.25,Premium,Atliq Palace,Business,Mumbai,May 22,W 22,weekeday
17563,2022-05-23,RT4,12,19,63.16,Presidential,Atliq Palace,Business,Mumbai,May 22,W 22,weekeday
18558,2022-05-23,RT1,9,15,60.0,Standard,Atliq Grands,Luxury,Hyderabad,May 22,W 22,weekeday
18558,2022-05-23,RT2,14,30,46.67,Elite,Atliq Grands,Luxury,Hyderabad,May 22,W 22,weekeday
18558,2022-05-23,RT3,12,26,46.15,Premium,Atliq Grands,Luxury,Hyderabad,May 22,W 22,weekeday
18558,2022-05-23,RT4,10,20,50.0,Presidential,Atliq Grands,Luxury,Hyderabad,May 22,W 22,weekeday
18559,2022-05-23,RT1,15,42,35.71,Standard,Atliq Exotica,Luxury,Hyderabad,May 22,W 22,weekeday
18559,2022-05-23,RT2,19,44,43.18,Elite,Atliq Exotica,Luxury,Hyderabad,May 22,W 22,weekeday
18559,2022-05-23,RT3,11,23,47.83,Premium,Atliq Exotica,Luxury,Hyderabad,May 22,W 22,weekeday
18559,2022-05-23,RT4,9,19,47.37,Presidential,Atliq Exotica,Luxury,Hyderabad,May 22,W 22,weekeday
18561,2022-05-23,RT1,21,33,63.64,Standard,Atliq Blu,Luxury,Hyderabad,May 22,W 22,weekeday
18561,2022-05-23,RT2,25,40,62.5,Elite,Atliq Blu,Luxury,Hyderabad,May 22,W 22,weekeday
18561,2022-05-23,RT3,16,25,64.0,Premium,Atliq Blu,Luxury,Hyderabad,May 22,W 22,weekeday
18561,2022-05-23,RT4,5,9,55.56,Presidential,Atliq Blu,Luxury,Hyderabad,May 22,W 22,weekeday
18562,2022-05-23,RT1,24,38,63.16,Standard,Atliq Bay,Luxury,Hyderabad,May 22,W 22,weekeday
18562,2022-05-23,RT2,20,34,58.82,Elite,Atliq Bay,Luxury,Hyderabad,May 22,W 22,weekeday
18562,2022-05-23,RT3,18,29,62.07,Premium,Atliq Bay,Luxury,Hyderabad,May 22,W 22,weekeday
18562,2022-05-23,RT4,11,20,55.0,Presidential,Atliq Bay,Luxury,Hyderabad,May 22,W 22,weekeday
18563,2022-05-23,RT1,15,27,55.56,Standard,Atliq Palace,Business,Hyderabad,May 22,W 22,weekeday
18563,2022-05-23,RT2,15,29,51.72,Elite,Atliq Palace,Business,Hyderabad,May 22,W 22,weekeday
18563,2022-05-23,RT3,11,23,47.83,Premium,Atliq Palace,Business,Hyderabad,May 22,W 22,weekeday
18563,2022-05-23,RT4,9,18,50.0,Presidential,Atliq Palace,Business,Hyderabad,May 22,W 22,weekeday
19559,2022-05-23,RT1,13,24,54.17,Standard,Atliq Exotica,Luxury,Bangalore,May 22,W 22,weekeday
19559,2022-05-23,RT2,22,41,53.66,Elite,Atliq Exotica,Luxury,Bangalore,May 22,W 22,weekeday
19559,2022-05-23,RT3,16,27,59.26,Premium,Atliq Exotica,Luxury,Bangalore,May 22,W 22,weekeday
19559,2022-05-23,RT4,1,3,33.33,Presidential,Atliq Exotica,Luxury,Bangalore,May 22,W 22,weekeday
19561,2022-05-23,RT1,16,36,44.44,Standard,Atliq Blu,Luxury,Bangalore,May 22,W 22,weekeday
19561,2022-05-23,RT2,24,45,53.33,Elite,Atliq Blu,Luxury,Bangalore,May 22,W 22,weekeday
19561,2022-05-23,RT3,14,29,48.28,Premium,Atliq Blu,Luxury,Bangalore,May 22,W 22,weekeday
19561,2022-05-23,RT4,4,7,57.14,Presidential,Atliq Blu,Luxury,Bangalore,May 22,W 22,weekeday
17564,2022-05-23,RT1,7,16,43.75,Standard,Atliq Seasons,Business,Mumbai,May 22,W 22,weekeday
17564,2022-05-23,RT2,14,40,35.0,Elite,Atliq Seasons,Business,Mumbai,May 22,W 22,weekeday
17564,2022-05-23,RT3,12,24,50.0,Premium,Atliq Seasons,Business,Mumbai,May 22,W 22,weekeday
17564,2022-05-23,RT4,8,17,47.06,Presidential,Atliq Seasons,Business,Mumbai,May 22,W 22,weekeday
18560,2022-05-23,RT1,18,30,60.0,Standard,Atliq City,Business,Hyderabad,May 22,W 22,weekeday
18560,2022-05-23,RT2,26,40,65.0,Elite,Atliq City,Business,Hyderabad,May 22,W 22,weekeday
18560,2022-05-23,RT3,14,24,58.33,Premium,Atliq City,Business,Hyderabad,May 22,W 22,weekeday
18560,2022-05-23,RT4,11,15,73.33,Presidential,Atliq City,Business,Hyderabad,May 22,W 22,weekeday
16559,2022-05-24,RT1,21,30,70.0,Standard,Atliq Exotica,Luxury,Delhi,May 22,W 22,weekeday
16559,2022-05-24,RT2,23,41,56.1,Elite,Atliq Exotica,Luxury,Delhi,May 22,W 22,weekeday
16559,2022-05-24,RT3,18,32,56.25,Premium,Atliq Exotica,Luxury,Delhi,May 22,W 22,weekeday
16559,2022-05-24,RT4,13,18,72.22,Presidential,Atliq Exotica,Luxury,Delhi,May 22,W 22,weekeday
19562,2022-05-24,RT1,17,30,56.67,Standard,Atliq Bay,Luxury,Bangalore,May 22,W 22,weekeday
19562,2022-05-24,RT2,13,23,56.52,Elite,Atliq Bay,Luxury,Bangalore,May 22,W 22,weekeday
19562,2022-05-24,RT3,17,29,58.62,Premium,Atliq Bay,Luxury,Bangalore,May 22,W 22,weekeday
19562,2022-05-24,RT4,9,14,64.29,Presidential,Atliq Bay,Luxury,Bangalore,May 22,W 22,weekeday
19563,2022-05-24,RT1,14,30,46.67,Standard,Atliq Palace,Business,Bangalore,May 22,W 22,weekeday
19563,2022-05-24,RT2,25,45,55.56,Elite,Atliq Palace,Business,Bangalore,May 22,W 22,weekeday
19563,2022-05-24,RT3,14,29,48.28,Premium,Atliq Palace,Business,Bangalore,May 22,W 22,weekeday
19563,2022-05-24,RT4,3,6,50.0,Presidential,Atliq Palace,Business,Bangalore,May 22,W 22,weekeday
17558,2022-05-24,RT1,9,19,47.37,Standard,Atliq Grands,Luxury,Mumbai,May 22,W 22,weekeday
17558,2022-05-24,RT2,24,50,48.0,Elite,Atliq Grands,Luxury,Mumbai,May 22,W 22,weekeday
17558,2022-05-24,RT3,15,27,55.56,Premium,Atliq Grands,Luxury,Mumbai,May 22,W 22,weekeday
17558,2022-05-24,RT4,4,6,66.67,Presidential,Atliq Grands,Luxury,Mumbai,May 22,W 22,weekeday
16558,2022-05-24,RT1,11,19,57.89,Standard,Atliq Grands,Luxury,Delhi,May 22,W 22,weekeday
16558,2022-05-24,RT2,14,22,63.64,Elite,Atliq Grands,Luxury,Delhi,May 22,W 22,weekeday
16558,2022-05-24,RT3,5,8,62.5,Premium,Atliq Grands,Luxury,Delhi,May 22,W 22,weekeday
16558,2022-05-24,RT4,2,3,66.67,Presidential,Atliq Grands,Luxury,Delhi,May 22,W 22,weekeday
17560,2022-05-24,RT1,20,40,50.0,Standard,Atliq City,Business,Mumbai,May 22,W 22,weekeday
17560,2022-05-24,RT2,26,45,57.78,Elite,Atliq City,Business,Mumbai,May 22,W 22,weekeday
17560,2022-05-24,RT3,12,25,48.0,Premium,Atliq City,Business,Mumbai,May 22,W 22,weekeday
17560,2022-05-24,RT4,5,13,38.46,Presidential,Atliq City,Business,Mumbai,May 22,W 22,weekeday
19558,2022-05-24,RT1,16,40,40.0,Standard,Atliq Grands,Luxury,Bangalore,May 22,W 22,weekeday
19558,2022-05-24,RT2,17,39,43.59,Elite,Atliq Grands,Luxury,Bangalore,May 22,W 22,weekeday
19558,2022-05-24,RT3,8,21,38.1,Premium,Atliq Grands,Luxury,Bangalore,May 22,W 22,weekeday
19558,2022-05-24,RT4,3,7,42.86,Presidential,Atliq Grands,Luxury,Bangalore,May 22,W 22,weekeday
19560,2022-05-24,RT1,18,26,69.23,Standard,Atliq City,Business,Bangalore,May 22,W 22,weekeday
19560,2022-05-24,RT2,25,38,65.79,Elite,Atliq City,Business,Bangalore,May 22,W 22,weekeday
19560,2022-05-24,RT3,13,19,68.42,Premium,Atliq City,Business,Bangalore,May 22,W 22,weekeday
19560,2022-05-24,RT4,10,16,62.5,Presidential,Atliq City,Business,Bangalore,May 22,W 22,weekeday
17561,2022-05-24,RT1,15,26,57.69,Standard,Atliq Blu,Luxury,Mumbai,May 22,W 22,weekeday
17561,2022-05-24,RT2,23,36,63.89,Elite,Atliq Blu,Luxury,Mumbai,May 22,W 22,weekeday
17561,2022-05-24,RT3,14,19,73.68,Premium,Atliq Blu,Luxury,Mumbai,May 22,W 22,weekeday
17561,2022-05-24,RT4,3,4,75.0,Presidential,Atliq Blu,Luxury,Mumbai,May 22,W 22,weekeday
16560,2022-05-24,RT1,14,34,41.18,Standard,Atliq City,Business,Delhi,May 22,W 22,weekeday
16560,2022-05-24,RT2,19,34,55.88,Elite,Atliq City,Business,Delhi,May 22,W 22,weekeday
16560,2022-05-24,RT3,11,20,55.0,Premium,Atliq City,Business,Delhi,May 22,W 22,weekeday
16560,2022-05-24,RT4,4,7,57.14,Presidential,Atliq City,Business,Delhi,May 22,W 22,weekeday
16561,2022-05-24,RT1,10,18,55.56,Standard,Atliq Blu,Luxury,Delhi,May 22,W 22,weekeday
16561,2022-05-24,RT2,15,24,62.5,Elite,Atliq Blu,Luxury,Delhi,May 22,W 22,weekeday
16561,2022-05-24,RT3,13,21,61.9,Premium,Atliq Blu,Luxury,Delhi,May 22,W 22,weekeday
16561,2022-05-24,RT4,6,10,60.0,Presidential,Atliq Blu,Luxury,Delhi,May 22,W 22,weekeday
16562,2022-05-24,RT1,17,31,54.84,Standard,Atliq Bay,Luxury,Delhi,May 22,W 22,weekeday
16562,2022-05-24,RT2,23,43,53.49,Elite,Atliq Bay,Luxury,Delhi,May 22,W 22,weekeday
16562,2022-05-24,RT3,9,18,50.0,Premium,Atliq Bay,Luxury,Delhi,May 22,W 22,weekeday
16562,2022-05-24,RT4,4,6,66.67,Presidential,Atliq Bay,Luxury,Delhi,May 22,W 22,weekeday
16563,2022-05-24,RT1,28,41,68.29,Standard,Atliq Palace,Business,Delhi,May 22,W 22,weekeday
16563,2022-05-24,RT2,23,38,60.53,Elite,Atliq Palace,Business,Delhi,May 22,W 22,weekeday
16563,2022-05-24,RT3,12,20,60.0,Premium,Atliq Palace,Business,Delhi,May 22,W 22,weekeday
16563,2022-05-24,RT4,11,18,61.11,Presidential,Atliq Palace,Business,Delhi,May 22,W 22,weekeday
17559,2022-05-24,RT1,17,32,53.12,Standard,Atliq Exotica,Luxury,Mumbai,May 22,W 22,weekeday
17559,2022-05-24,RT2,21,39,53.85,Elite,Atliq Exotica,Luxury,Mumbai,May 22,W 22,weekeday
17559,2022-05-24,RT3,10,16,62.5,Premium,Atliq Exotica,Luxury,Mumbai,May 22,W 22,weekeday
17559,2022-05-24,RT4,8,14,57.14,Presidential,Atliq Exotica,Luxury,Mumbai,May 22,W 22,weekeday
17562,2022-05-24,RT1,8,20,40.0,Standard,Atliq Bay,Luxury,Mumbai,May 22,W 22,weekeday
17562,2022-05-24,RT2,13,30,43.33,Elite,Atliq Bay,Luxury,Mumbai,May 22,W 22,weekeday
17562,2022-05-24,RT3,12,27,44.44,Premium,Atliq Bay,Luxury,Mumbai,May 22,W 22,weekeday
17562,2022-05-24,RT4,3,6,50.0,Presidential,Atliq Bay,Luxury,Mumbai,May 22,W 22,weekeday
17563,2022-05-24,RT1,15,25,60.0,Standard,Atliq Palace,Business,Mumbai,May 22,W 22,weekeday
17563,2022-05-24,RT2,31,44,70.45,Elite,Atliq Palace,Business,Mumbai,May 22,W 22,weekeday
17563,2022-05-24,RT3,9,16,56.25,Premium,Atliq Palace,Business,Mumbai,May 22,W 22,weekeday
17563,2022-05-24,RT4,13,19,68.42,Presidential,Atliq Palace,Business,Mumbai,May 22,W 22,weekeday
18558,2022-05-24,RT1,8,15,53.33,Standard,Atliq Grands,Luxury,Hyderabad,May 22,W 22,weekeday
18558,2022-05-24,RT2,16,30,53.33,Elite,Atliq Grands,Luxury,Hyderabad,May 22,W 22,weekeday
18558,2022-05-24,RT3,12,26,46.15,Premium,Atliq Grands,Luxury,Hyderabad,May 22,W 22,weekeday
18558,2022-05-24,RT4,10,20,50.0,Presidential,Atliq Grands,Luxury,Hyderabad,May 22,W 22,weekeday
18559,2022-05-24,RT1,17,42,40.48,Standard,Atliq Exotica,Luxury,Hyderabad,May 22,W 22,weekeday
18559,2022-05-24,RT2,18,44,40.91,Elite,Atliq Exotica,Luxury,Hyderabad,May 22,W 22,weekeday
18559,2022-05-24,RT3,10,23,43.48,Premium,Atliq Exotica,Luxury,Hyderabad,May 22,W 22,weekeday
18559,2022-05-24,RT4,9,19,47.37,Presidential,Atliq Exotica,Luxury,Hyderabad,May 22,W 22,weekeday
18561,2022-05-24,RT1,18,33,54.55,Standard,Atliq Blu,Luxury,Hyderabad,May 22,W 22,weekeday
18561,2022-05-24,RT2,28,40,70.0,Elite,Atliq Blu,Luxury,Hyderabad,May 22,W 22,weekeday
18561,2022-05-24,RT3,14,25,56.0,Premium,Atliq Blu,Luxury,Hyderabad,May 22,W 22,weekeday
18561,2022-05-24,RT4,4,9,44.44,Presidential,Atliq Blu,Luxury,Hyderabad,May 22,W 22,weekeday
18562,2022-05-24,RT1,23,38,60.53,Standard,Atliq Bay,Luxury,Hyderabad,May 22,W 22,weekeday
18562,2022-05-24,RT2,20,34,58.82,Elite,Atliq Bay,Luxury,Hyderabad,May 22,W 22,weekeday
18562,2022-05-24,RT3,17,29,58.62,Premium,Atliq Bay,Luxury,Hyderabad,May 22,W 22,weekeday
18562,2022-05-24,RT4,14,20,70.0,Presidential,Atliq Bay,Luxury,Hyderabad,May 22,W 22,weekeday
18563,2022-05-24,RT1,13,27,48.15,Standard,Atliq Palace,Business,Hyderabad,May 22,W 22,weekeday
18563,2022-05-24,RT2,17,29,58.62,Elite,Atliq Palace,Business,Hyderabad,May 22,W 22,weekeday
18563,2022-05-24,RT3,11,23,47.83,Premium,Atliq Palace,Business,Hyderabad,May 22,W 22,weekeday
18563,2022-05-24,RT4,10,18,55.56,Presidential,Atliq Palace,Business,Hyderabad,May 22,W 22,weekeday
19559,2022-05-24,RT1,11,24,45.83,Standard,Atliq Exotica,Luxury,Bangalore,May 22,W 22,weekeday
19559,2022-05-24,RT2,20,41,48.78,Elite,Atliq Exotica,Luxury,Bangalore,May 22,W 22,weekeday
19559,2022-05-24,RT3,14,27,51.85,Premium,Atliq Exotica,Luxury,Bangalore,May 22,W 22,weekeday
19559,2022-05-24,RT4,1,3,33.33,Presidential,Atliq Exotica,Luxury,Bangalore,May 22,W 22,weekeday
19561,2022-05-24,RT1,18,36,50.0,Standard,Atliq Blu,Luxury,Bangalore,May 22,W 22,weekeday
19561,2022-05-24,RT2,20,45,44.44,Elite,Atliq Blu,Luxury,Bangalore,May 22,W 22,weekeday
19561,2022-05-24,RT3,17,29,58.62,Premium,Atliq Blu,Luxury,Bangalore,May 22,W 22,weekeday
19561,2022-05-24,RT4,3,7,42.86,Presidential,Atliq Blu,Luxury,Bangalore,May 22,W 22,weekeday
17564,2022-05-24,RT1,7,16,43.75,Standard,Atliq Seasons,Business,Mumbai,May 22,W 22,weekeday
17564,2022-05-24,RT2,18,40,45.0,Elite,Atliq Seasons,Business,Mumbai,May 22,W 22,weekeday
17564,2022-05-24,RT3,9,24,37.5,Premium,Atliq Seasons,Business,Mumbai,May 22,W 22,weekeday
17564,2022-05-24,RT4,7,17,41.18,Presidential,Atliq Seasons,Business,Mumbai,May 22,W 22,weekeday
18560,2022-05-24,RT1,17,30,56.67,Standard,Atliq City,Business,Hyderabad,May 22,W 22,weekeday
18560,2022-05-24,RT2,23,40,57.5,Elite,Atliq City,Business,Hyderabad,May 22,W 22,weekeday
18560,2022-05-24,RT3,15,24,62.5,Premium,Atliq City,Business,Hyderabad,May 22,W 22,weekeday
18560,2022-05-24,RT4,12,15,80.0,Presidential,Atliq City,Business,Hyderabad,May 22,W 22,weekeday
16559,2022-05-25,RT1,20,30,66.67,Standard,Atliq Exotica,Luxury,Delhi,May 22,W 22,weekeday
16559,2022-05-25,RT2,26,41,63.41,Elite,Atliq Exotica,Luxury,Delhi,May 22,W 22,weekeday
16559,2022-05-25,RT3,19,32,59.38,Premium,Atliq Exotica,Luxury,Delhi,May 22,W 22,weekeday
16559,2022-05-25,RT4,10,18,55.56,Presidential,Atliq Exotica,Luxury,Delhi,May 22,W 22,weekeday
19562,2022-05-25,RT1,19,30,63.33,Standard,Atliq Bay,Luxury,Bangalore,May 22,W 22,weekeday
19562,2022-05-25,RT2,14,23,60.87,Elite,Atliq Bay,Luxury,Bangalore,May 22,W 22,weekeday
19562,2022-05-25,RT3,18,29,62.07,Premium,Atliq Bay,Luxury,Bangalore,May 22,W 22,weekeday
19562,2022-05-25,RT4,9,14,64.29,Presidential,Atliq Bay,Luxury,Bangalore,May 22,W 22,weekeday
19563,2022-05-25,RT1,18,30,60.0,Standard,Atliq Palace,Business,Bangalore,May 22,W 22,weekeday
19563,2022-05-25,RT2,23,45,51.11,Elite,Atliq Palace,Business,Bangalore,May 22,W 22,weekeday
19563,2022-05-25,RT3,15,29,51.72,Premium,Atliq Palace,Business,Bangalore,May 22,W 22,weekeday
19563,2022-05-25,RT4,4,6,66.67,Presidential,Atliq Palace,Business,Bangalore,May 22,W 22,weekeday
17558,2022-05-25,RT1,11,19,57.89,Standard,Atliq Grands,Luxury,Mumbai,May 22,W 22,weekeday
17558,2022-05-25,RT2,25,50,50.0,Elite,Atliq Grands,Luxury,Mumbai,May 22,W 22,weekeday
17558,2022-05-25,RT3,13,27,48.15,Premium,Atliq Grands,Luxury,Mumbai,May 22,W 22,weekeday
17558,2022-05-25,RT4,3,6,50.0,Presidential,Atliq Grands,Luxury,Mumbai,May 22,W 22,weekeday
16558,2022-05-25,RT1,13,19,68.42,Standard,Atliq Grands,Luxury,Delhi,May 22,W 22,weekeday
16558,2022-05-25,RT2,13,22,59.09,Elite,Atliq Grands,Luxury,Delhi,May 22,W 22,weekeday
16558,2022-05-25,RT3,5,8,62.5,Premium,Atliq Grands,Luxury,Delhi,May 22,W 22,weekeday
16558,2022-05-25,RT4,2,3,66.67,Presidential,Atliq Grands,Luxury,Delhi,May 22,W 22,weekeday
17560,2022-05-25,RT1,19,40,47.5,Standard,Atliq City,Business,Mumbai,May 22,W 22,weekeday
17560,2022-05-25,RT2,24,45,53.33,Elite,Atliq City,Business,Mumbai,May 22,W 22,weekeday
17560,2022-05-25,RT3,14,25,56.0,Premium,Atliq City,Business,Mumbai,May 22,W 22,weekeday
17560,2022-05-25,RT4,5,13,38.46,Presidential,Atliq City,Business,Mumbai,May 22,W 22,weekeday
19558,2022-05-25,RT1,18,40,45.0,Standard,Atliq Grands,Luxury,Bangalore,May 22,W 22,weekeday
19558,2022-05-25,RT2,17,39,43.59,Elite,Atliq Grands,Luxury,Bangalore,May 22,W 22,weekeday
19558,2022-05-25,RT3,10,21,47.62,Premium,Atliq Grands,Luxury,Bangalore,May 22,W 22,weekeday
19558,2022-05-25,RT4,3,7,42.86,Presidential,Atliq Grands,Luxury,Bangalore,May 22,W 22,weekeday
19560,2022-05-25,RT1,18,26,69.23,Standard,Atliq City,Business,Bangalore,May 22,W 22,weekeday
19560,2022-05-25,RT2,23,38,60.53,Elite,Atliq City,Business,Bangalore,May 22,W 22,weekeday
19560,2022-05-25,RT3,12,19,63.16,Premium,Atliq City,Business,Bangalore,May 22,W 22,weekeday
19560,2022-05-25,RT4,9,16,56.25,Presidential,Atliq City,Business,Bangalore,May 22,W 22,weekeday
17561,2022-05-25,RT1,15,26,57.69,Standard,Atliq Blu,Luxury,Mumbai,May 22,W 22,weekeday
17561,2022-05-25,RT2,19,36,52.78,Elite,Atliq Blu,Luxury,Mumbai,May 22,W 22,weekeday
17561,2022-05-25,RT3,12,19,63.16,Premium,Atliq Blu,Luxury,Mumbai,May 22,W 22,weekeday
17561,2022-05-25,RT4,3,4,75.0,Presidential,Atliq Blu,Luxury,Mumbai,May 22,W 22,weekeday
16560,2022-05-25,RT1,20,34,58.82,Standard,Atliq City,Business,Delhi,May 22,W 22,weekeday
16560,2022-05-25,RT2,16,34,47.06,Elite,Atliq City,Business,Delhi,May 22,W 22,weekeday
16560,2022-05-25,RT3,8,20,40.0,Premium,Atliq City,Business,Delhi,May 22,W 22,weekeday
16560,2022-05-25,RT4,4,7,57.14,Presidential,Atliq City,Business,Delhi,May 22,W 22,weekeday
16561,2022-05-25,RT1,12,18,66.67,Standard,Atliq Blu,Luxury,Delhi,May 22,W 22,weekeday
16561,2022-05-25,RT2,15,24,62.5,Elite,Atliq Blu,Luxury,Delhi,May 22,W 22,weekeday
16561,2022-05-25,RT3,12,21,57.14,Premium,Atliq Blu,Luxury,Delhi,May 22,W 22,weekeday
16561,2022-05-25,RT4,7,10,70.0,Presidential,Atliq Blu,Luxury,Delhi,May 22,W 22,weekeday
16562,2022-05-25,RT1,16,31,51.61,Standard,Atliq Bay,Luxury,Delhi,May 22,W 22,weekeday
16562,2022-05-25,RT2,22,43,51.16,Elite,Atliq Bay,Luxury,Delhi,May 22,W 22,weekeday
16562,2022-05-25,RT3,9,18,50.0,Premium,Atliq Bay,Luxury,Delhi,May 22,W 22,weekeday
16562,2022-05-25,RT4,4,6,66.67,Presidential,Atliq Bay,Luxury,Delhi,May 22,W 22,weekeday
16563,2022-05-25,RT1,25,41,60.98,Standard,Atliq Palace,Business,Delhi,May 22,W 22,weekeday
16563,2022-05-25,RT2,21,38,55.26,Elite,Atliq Palace,Business,Delhi,May 22,W 22,weekeday
16563,2022-05-25,RT3,12,20,60.0,Premium,Atliq Palace,Business,Delhi,May 22,W 22,weekeday
16563,2022-05-25,RT4,11,18,61.11,Presidential,Atliq Palace,Business,Delhi,May 22,W 22,weekeday
17559,2022-05-25,RT1,22,32,68.75,Standard,Atliq Exotica,Luxury,Mumbai,May 22,W 22,weekeday
17559,2022-05-25,RT2,25,39,64.1,Elite,Atliq Exotica,Luxury,Mumbai,May 22,W 22,weekeday
17559,2022-05-25,RT3,10,16,62.5,Premium,Atliq Exotica,Luxury,Mumbai,May 22,W 22,weekeday
17559,2022-05-25,RT4,9,14,64.29,Presidential,Atliq Exotica,Luxury,Mumbai,May 22,W 22,weekeday
17562,2022-05-25,RT1,9,20,45.0,Standard,Atliq Bay,Luxury,Mumbai,May 22,W 22,weekeday
17562,2022-05-25,RT2,11,30,36.67,Elite,Atliq Bay,Luxury,Mumbai,May 22,W 22,weekeday
17562,2022-05-25,RT3,10,27,37.04,Premium,Atliq Bay,Luxury,Mumbai,May 22,W 22,weekeday
17562,2022-05-25,RT4,3,6,50.0,Presidential,Atliq Bay,Luxury,Mumbai,May 22,W 22,weekeday
17563,2022-05-25,RT1,16,25,64.0,Standard,Atliq Palace,Business,Mumbai,May 22,W 22,weekeday
17563,2022-05-25,RT2,30,44,68.18,Elite,Atliq Palace,Business,Mumbai,May 22,W 22,weekeday
17563,2022-05-25,RT3,10,16,62.5,Premium,Atliq Palace,Business,Mumbai,May 22,W 22,weekeday
17563,2022-05-25,RT4,13,19,68.42,Presidential,Atliq Palace,Business,Mumbai,May 22,W 22,weekeday
18558,2022-05-25,RT1,8,15,53.33,Standard,Atliq Grands,Luxury,Hyderabad,May 22,W 22,weekeday
18558,2022-05-25,RT2,14,30,46.67,Elite,Atliq Grands,Luxury,Hyderabad,May 22,W 22,weekeday
18558,2022-05-25,RT3,13,26,50.0,Premium,Atliq Grands,Luxury,Hyderabad,May 22,W 22,weekeday
18558,2022-05-25,RT4,9,20,45.0,Presidential,Atliq Grands,Luxury,Hyderabad,May 22,W 22,weekeday
18559,2022-05-25,RT1,17,42,40.48,Standard,Atliq Exotica,Luxury,Hyderabad,May 22,W 22,weekeday
18559,2022-05-25,RT2,19,44,43.18,Elite,Atliq Exotica,Luxury,Hyderabad,May 22,W 22,weekeday
